Coffee_Consumption_kg,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend
6.654330118221681,0,0,1,0,0,13,4.905440544856367,1.5883492087166449,1953.3916459197528,0.0,0.0
6.176588569098665,0,0,0,1,0,2,2.630831594330831,-1.467995895175162,67.14763577754069,0.0,-0.1275526880436872
4.6472686646242085,0,1,0,0,0,16,3.683355265404926,0.140582214437085,394.0133702390493,0.0,-0.0883673823255388
6.339566448617655,0,0,1,0,0,23,4.196112149627856,0.5310987572270497,739.7050787882913,0.0,0.0
9.670407634070784,0,0,0,0,1,2,4.496147409607917,0.7474315125760583,1059.6629265176634,0.0,0.5656551388984559
3.648139234331008,0,0,1,0,0,12,3.908481974564368,0.514274328173924,552.1660762705344,0.0,-0.6344990336914893
7.238650867152029,0,1,0,0,0,22,4.316672655023439,0.9546175634723348,934.497042309047,0.0,0.3181345603621468
2.347173553248415,0,0,1,0,0,6,3.421844318381754,-0.4784468352904691,243.60372269459424,0.0,-0.1402309019640459
2.5313312358514795,0,0,0,1,0,17,4.460916877517912,-1.1069052504637549,517.1295922171892,0.0,-0.3310614203946531
6.41462579378868,1,0,0,0,0,7,4.123332075640474,-1.0191124754542686,386.0551643767443,1.0,0.0
2.839513442623596,0,0,0,1,0,2,4.84842763695605,-1.6914343907273544,526.9641158183359,0.0,-0.7063708635591098
2.1787743074148587,0,0,1,0,0,1,4.142251572635703,-0.5103855532643643,494.336289580658,0.0,-0.4012003832762111
3.372103981184177,0,1,0,0,0,10,4.206608652245395,-1.412998789841584,336.2590320114645,0.0,-0.005019163505418
6.518793367996596,0,0,0,0,1,0,4.491262955570754,-0.6110330456898012,672.5014953973927,0.0,-0.2955655552001791
7.626727636151459,0,0,0,1,0,17,2.96281285705309,0.4596341142631199,211.13994257673764,0.0,2.012931507395558
3.61982851313104,0,1,0,0,0,2,3.193044298460307,1.3890912527730035,337.1586795320398,0.0,0.2748059082215381
7.346075497665396,0,0,0,0,1,21,4.776981910272242,1.1975483779850074,1571.6740584349295,0.0,0.0
3.4598106487938347,1,0,0,0,0,18,3.7314454811280338,-0.8512425925610332,282.9687570918699,1.0,0.420178303677311
6.907659413050057,0,0,0,1,0,4,4.634921614436599,-1.2652064383277857,564.0248356117459,0.0,-0.2550242223090211
5.295677439166391,0,0,0,1,0,22,2.7419116125755965,-1.0592940722065576,95.02059113265771,0.0,-0.2684165134697373
7.230396074668934,1,0,0,0,0,7,4.815877951553564,1.656158518712461,1812.4269653951667,1.0,0.1271734793431238
9.960422019833976,1,0,0,0,0,12,4.998872978671431,0.1847930929453419,1489.015215631923,1.0,1.7302746359297076
9.502535721860497,0,0,1,0,0,12,4.037420547425489,-1.0961907701316154,340.5061906422251,0.0,-0.0459705720361747
2.034254062688829,0,0,0,0,1,7,4.3349872425655605,1.2015302131262005,1011.1560083455182,0.0,-0.7186524719142757
9.083510114898443,0,1,0,0,0,14,4.204156430833698,-0.3537607929570595,558.9561607971198,0.0,0.0
2.531926361398132,1,0,0,0,0,21,4.899584356038192,1.405651389968903,1864.7036962539948,1.0,-0.6553361911128213
9.62437268927876,0,0,1,0,0,4,0.9083277581193768,-0.8233069526641409,17.032450589803332,0.0,0.3932899863441799
4.254605432797478,0,0,0,0,1,6,4.588689511197579,-0.3606356427822506,818.9354950000258,0.0,0.8126505502370018
5.056278643290168,0,0,0,0,1,11,4.587035467964395,0.0293644337489475,938.272019864225,0.0,0.0
2.733105641405823,0,0,0,1,0,12,4.060018200265152,1.382589082277532,801.1481748679507,0.0,-0.7123814399225736
2.8981820666312768,0,0,1,0,0,7,3.5169253493472583,1.299308704722787,456.5869145256686,0.0,0.4246903175901872
7.813924521834557,0,0,1,0,0,20,3.603123276236933,0.271643350711129,378.798380802367,0.0,0.0
9.554657885986334,0,0,0,1,0,1,4.789732181630788,-0.9591001707766532,774.4768987239038,0.0,3.385336220217801
6.885987959634476,0,1,0,0,0,14,2.384106217412525,-0.3252568260451919,91.53526641694856,0.0,-0.2419243362386608
7.726800124214488,1,0,0,0,0,13,4.442766518022504,1.6723776757671212,1252.3612568754388,1.0,0.1611687407957176
8.095757956777227,0,0,0,1,0,18,3.8441562819647297,0.388295535397307,499.2187994164909,0.0,1.339942493558017
4.102514196423534,1,0,0,0,0,18,3.7018431624036823,0.9933165514496296,510.2551192944133,1.0,-0.4932513770388622
2.3618370473617194,0,0,1,0,0,15,4.335392367042678,-0.1629131000960239,683.2628209571769,0.0,-0.4646059243909068
2.0149819513533487,0,0,0,1,0,9,4.903653942895271,0.1238206179704391,1327.876788991145,0.0,0.0
4.805194263632149,0,1,0,0,0,22,4.533627952672599,-0.2359053197193668,811.6543813807775,0.0,-0.0926195337931024
3.9317138255937287,1,0,0,0,0,20,4.77493813777337,0.7204262649493454,1390.2925242035476,1.0,-0.4968323773019196
2.498541800393485,1,0,0,0,0,19,4.505370658336575,1.2389672981340951,1209.664564316039,1.0,-0.5973372469969873
3.436226339949334,1,0,0,0,0,7,4.653576002029419,0.0377971577408364,1005.6183106228578,1.0,0.1856488864219136
2.9959911861435824,0,0,1,0,0,16,4.180961606434185,-0.05469227756142,607.8030281175929,0.0,-0.3553221467591121
9.319027044938965,1,0,0,0,0,16,4.934267175398212,-0.545415972159228,1076.0754982614196,1.0,2.1104988185677365
3.1221377076733514,0,0,0,0,1,2,4.32795202925361,-1.1150597579591055,450.7972837391749,0.0,-0.1374901611090966
6.3011877119014335,1,0,0,0,0,12,4.421420718792593,1.5453679748055982,1192.6062613518675,1.0,1.3055046304980378
6.744847640897317,0,0,1,0,0,3,4.372227024772019,-0.6299140603315669,592.3171415765694,0.0,1.0359250354445626
6.34791566166907,0,0,0,1,0,16,3.873535035048412,1.061711978856417,616.2016451563137,0.0,-0.318822058240883
2.792451473727904,1,0,0,0,0,5,3.5682509431125315,0.76380157451058,420.8032999505706,1.0,-0.7137784992792138
4.55038689400441,1,0,0,0,0,21,2.4850241139902853,1.0275945192004787,152.41902596452562,1.0,0.7972034903462522
2.410162659705226,0,0,0,1,0,6,4.682205968019751,1.5367125135750963,1544.9960125164034,0.0,-0.4335167625354856
5.165359312770528,0,0,0,0,1,3,3.7865054551600186,0.4427415922743769,478.8190242448624,0.0,-0.2341770210715474
3.508791450172736,0,0,1,0,0,5,4.077376354934053,1.401211909178539,818.6378886970333,0.0,0.2565272783374541
6.493060266275038,0,0,0,1,0,5,4.92775570583537,-1.1478699850098073,806.9695499104267,0.0,0.850511880937064
7.542467150792804,0,0,1,0,0,9,4.447353771284651,0.4544068120643507,930.340929997356,0.0,2.743193404649088
6.256958881637652,0,0,0,1,0,18,2.7385555792567837,0.9625212485285422,193.2310617427497,0.0,0.5251522802997994
5.473893572891166,0,1,0,0,0,8,4.788675833226457,-0.7850350892543647,839.5598190128557,0.0,0.5175895050312886
5.098667366853539,0,0,0,0,1,16,3.667744150515416,0.852488592686024,475.7691316332584,0.0,-0.1967966118956066
8.73353414477603,0,1,0,0,0,8,4.423086647516903,0.9841677292665996,1047.1863132258234,0.0,0.5954884815495614
3.754944520522161,0,0,0,1,0,6,4.343639690650047,1.1681655703397549,1011.8484899808824,0.0,0.5579631131541172
7.873746716230951,0,0,0,1,0,4,3.596592755517157,-0.6410730973754986,271.4271259395936,0.0,-0.1818950730158184
8.059858597920952,0,0,1,0,0,8,2.9041587339476838,0.6460244210348614,209.8311913663645,0.0,-0.077136647740484
5.353600058165876,0,0,0,1,0,13,3.480562301774212,-0.6711963983347697,238.60876794367863,0.0,-0.3071387932776213
4.378404793805115,0,0,1,0,0,17,2.741054977274679,0.8465076080740348,188.04680301461863,0.0,-0.4259130517456748
5.764331888367802,0,0,1,0,0,7,3.739301020723957,-0.1171538405080157,382.5173643057182,0.0,0.6775181021552832
2.745711407141588,0,0,0,1,0,7,5.0079472117705865,0.3525898636013085,1581.6907833267787,0.0,-0.5236722207681471
2.36744025783272,0,0,1,0,0,12,4.10942605465135,-0.2816825947846978,522.2719296221061,0.0,-0.6242866637092571
2.8928255956151343,0,0,0,0,1,11,4.865373427194499,-1.1678171306248508,750.0130373391186,0.0,-0.4278745694812528
3.4971602516978093,0,1,0,0,0,14,4.416759843630787,-1.111803525481336,493.5130072555536,0.0,-0.4921338416218423
6.033414562704344,0,0,0,1,0,17,4.608373837020944,-1.4624797244367176,486.8831056856129,0.0,0.3779937778345341
8.793093089288977,0,0,1,0,0,10,3.19030545067538,0.4242476720905671,262.36598519737595,0.0,1.6075984425015029
3.885138655997496,0,0,1,0,0,1,3.736384846791009,1.22907953349953,559.351838716325,0.0,-0.5933775230512683
9.481296085974224,0,0,1,0,0,23,4.344533339082448,-1.660513442125193,325.88592350573225,0.0,0.4955748414060119
9.639263271480027,0,0,1,0,0,7,4.884999292205009,-1.502027087872245,625.552818676454,0.0,2.5106614797200937
9.671236838761642,0,0,0,0,1,20,2.0001706767791103,-0.1363758904651331,66.7503581245574,0.0,1.4598018237762225
8.700501877410591,0,0,0,1,0,3,4.337696854112784,0.8419011234470243,927.1684584619136,0.0,0.6843943181067744
4.910600326381765,0,0,0,1,0,19,2.1518575084568536,-1.182740786109514,49.32384378441947,0.0,0.9653865008816
2.5814712880209845,0,0,0,0,1,4,4.235070949384504,-0.784999523364637,482.648615082161,0.0,-0.6721419444824741
6.550549854131959,0,0,0,0,1,0,4.550728316251784,-0.9233880686161758,620.4897427799071,0.0,0.0048715282633851
6.46945155149787,0,0,0,0,1,1,4.718175207518213,-0.3402868456076774,939.327026063447,0.0,0.6651790642043021
8.799806136876764,0,0,0,1,0,17,3.074602083675117,-0.9478491153004592,140.1269004341194,0.0,0.4585117673287224
9.96792840756884,1,0,0,0,0,14,3.251138433992955,-0.5024379434546896,203.42284889789897,1.0,1.850292148530965
6.065258452481181,0,1,0,0,0,7,4.263238500307306,0.8098631537519575,853.4684037202226,0.0,-0.3707757240715025
4.761632248318274,0,0,0,0,1,17,5.008682937747506,0.3995914717736193,1605.0286112186716,0.0,-0.4588935058053134
3.487213692450136,0,0,0,0,1,23,3.9899276477670016,-1.449868590978494,264.47137080282994,0.0,-0.6322007391364134
2.038398598538966,0,0,0,1,0,17,4.169785724808531,0.4929198341321891,712.7010682360738,0.0,-0.5719117957379231
6.072909539911033,0,0,0,1,0,0,4.181050630766864,-0.0679229686930676,605.128966151328,0.0,-0.0729160642781215
6.444149333620766,0,1,0,0,0,13,2.566826239800588,1.5290240792155438,185.99163420624504,0.0,0.203703912060347
8.599507838539179,0,0,1,0,0,15,4.75661706797361,-0.7233785027267535,835.6779785922951,0.0,2.641025043681665
6.036615743142405,0,0,0,1,0,12,3.656152913725395,0.8015686659489654,464.0744229600036,0.0,1.5498492404064477
9.331746789328452,0,1,0,0,0,21,4.661988906074448,0.8179553404800806,1274.3343545935616,0.0,1.0507589808734643
7.024667812571484,0,0,0,1,0,20,4.273722790929567,-0.9600591618634836,462.06660150499687,0.0,-0.2736536257268454
8.722689905768664,0,0,0,1,0,20,4.523473912493622,1.4196192642245389,1284.224835300912,0.0,0.2417227602077305
3.186413878461977,0,0,0,1,0,11,2.2018553761458004,-0.0186832917804304,85.01993687409549,0.0,0.1014884144041921
8.842689042418517,1,0,0,0,0,1,4.8948868396107015,0.6365185114942444,1532.143038462167,1.0,0.3668375088721658
7.401150835550787,1,0,0,0,0,5,3.61992208137736,-1.2241126620850842,209.2387770981071,1.0,0.1398555584016942
3.3618642595066444,0,0,0,0,1,14,4.61357687790114,-0.8333364177707052,689.3552144975407,0.0,-0.6627319015499834
3.518108465168087,1,0,0,0,0,19,4.786698492390947,0.3126660250473869,1252.6673226112584,1.0,-0.2835685595776628
9.41200495235377,0,1,0,0,0,17,4.400182918215043,-0.6196250983605966,611.7508943128593,0.0,3.617352542873548
2.257722883602983,0,0,0,1,0,0,3.9369647438565862,0.0110214377184762,486.8231479633498,0.0,-0.6282304439469621
5.700279546365649,1,0,0,0,0,8,4.988441509284437,-0.4277145624730049,1190.3938797638834,1.0,-0.2927568794028171
4.5078023194728125,0,0,0,1,0,23,3.7492103216672503,0.5027221275212648,469.3210146310667,0.0,0.292665926734649
7.320619519987424,0,0,1,0,0,12,4.95829364849541,-0.0327781035151242,1332.203007191709,0.0,0.2127025856008224
8.717035100551936,0,0,0,0,1,22,3.1895457083399164,-1.7171563741980247,98.3406733247017,0.0,0.8140858875418089
4.8830249724525565,1,0,0,0,0,17,4.077437398169603,0.5345817365561977,657.5770727532541,1.0,-0.4811918398713335
5.4152166985826975,0,0,0,1,0,13,3.0743512930927173,-0.2597556047824796,187.0058767724465,0.0,-0.1596692723537404
9.855342276011314,0,0,1,0,0,11,0.2880548689400636,-0.5404875695383465,10.348766258543808,0.0,2.092925982599694
8.271332077433623,0,0,0,0,1,22,3.683327131435788,-1.404611720603286,200.30929584005463,0.0,-0.0511301168318218
9.177633047454332,0,0,0,0,1,17,2.63865365793111,-0.9640074401825668,89.90063468095487,0.0,0.8794974629926495
5.510097765213038,0,0,1,0,0,9,4.996979023188056,-0.9521300382468958,956.0782588788496,0.0,-0.2694568428271033
3.8726096318729217,1,0,0,0,0,13,4.740455552779864,1.5318303255897112,1635.902758391341,1.0,-0.2848652514891077
5.2949077230916135,1,0,0,0,0,22,0.4395538624247847,-0.2234824584041003,13.591989821673051,1.0,-0.3598482477160457
7.728735342652108,0,0,0,1,0,17,3.53582562240798,-1.586409656963094,153.17560922166982,0.0,-0.1578726995632186
2.8754432386878346,0,1,0,0,0,20,4.61361950922219,-1.248683149978959,557.3880620258642,0.0,-0.6703490242400811
4.163752844932071,0,0,0,1,0,13,4.100728555463424,-1.4573701725395647,294.032689712097,0.0,0.0751801086954231
2.373087203692723,0,0,0,1,0,22,4.827869974002651,0.3223082422418004,1309.1143457149335,0.0,-0.5518170801459945
5.4587819067050525,0,0,0,1,0,8,4.333679731960614,-1.081811708867648,461.3729516979489,0.0,-0.0423659291963266
8.619565887836906,0,0,1,0,0,17,4.58898045203515,0.0070585409542875,933.182468691596,0.0,0.1152621361309429
2.1973095063840864,0,0,0,0,1,11,4.499349255928904,-0.4414788025174269,726.0270919484257,0.0,-0.7770438159481774
7.402588214457328,0,0,0,0,1,19,4.565255760678546,1.07282950290363,1234.0128983130876,0.0,1.104138711966531
9.459966996109916,0,1,0,0,0,7,3.563450270347957,-0.6145204319494175,265.53120763784773,0.0,0.5596972610853912
3.895422892089458,1,0,0,0,0,3,4.036364512844852,-0.133588614570355,511.89805089591727,1.0,-0.5522760701651848
7.549078725821185,0,0,0,1,0,12,2.145201037063473,0.7845310915692326,101.96242101442432,0.0,0.0312076327980166
9.800815208801602,0,0,1,0,0,5,4.483655905634099,-0.2205564554658016,776.3744813552382,0.0,0.324228545880221
9.698224481219706,0,0,1,0,0,17,4.240312005504739,1.0356158846889525,883.5162766951512,0.0,0.1251407098012786
3.879433544233146,0,0,0,1,0,18,4.739235115540087,0.5764822152740798,1289.6625183203598,0.0,-0.379980975163805
2.8026484256965496,0,0,1,0,0,16,3.457923818670249,-0.3002211502799075,270.3857001074074,0.0,-0.4503174606140067
3.186260303167328,0,0,1,0,0,11,4.190941872320268,0.0259930024712664,630.7021516746775,0.0,0.4500735075827657
7.616285347857137,0,0,0,1,0,19,3.3297396722977,1.6429525800692903,408.8895747774939,0.0,0.0288678942025244
7.806071003626204,0,1,0,0,0,22,4.527023811892129,0.5762278850502419,1042.9969000239855,0.0,2.289415994270797
7.393892493025592,0,0,1,0,0,15,4.846990305107529,1.4258033619410542,1777.2533841745362,0.0,-0.1401958540127789
4.688627101937905,0,0,0,0,1,13,4.745375890919982,-1.1092589087111118,686.434053043216,0.0,0.1260579761944051
3.358215518064977,0,0,0,0,1,0,4.953609797930612,-0.0464239047940784,1319.8851012146056,0.0,0.4874347699863743
6.646088735618025,0,0,0,0,1,18,4.982147622939636,1.4386017556895818,2040.331627778056,0.0,0.7131595785414513
5.869443566062932,0,0,0,1,0,17,4.753875032170785,-0.6071117216978802,875.9024478552737,0.0,-0.3947919459454752
7.8306731769784275,0,0,0,0,1,17,3.778128271869781,1.6445608854547813,640.455649323735,0.0,0.3341423405542745
5.530880629484972,1,0,0,0,0,5,3.51660560576098,-1.394381442263546,170.63431245417422,1.0,-0.4356713689981649
4.709117557491747,0,0,1,0,0,18,4.214861725598672,1.4176908199412537,942.807579519107,0.0,-0.2914452778437297
4.347828618872115,0,1,0,0,0,13,5.004541232914404,-0.1791537591780911,1326.4915989908495,0.0,-0.0726861991061158
3.691762560397972,0,0,0,0,1,13,4.134967098479978,-1.4758306872088294,300.6391425929124,0.0,-0.1508951055767087
4.125971009493291,0,0,0,1,0,17,3.422997789035698,1.3368829797942217,419.283768674188,0.0,-0.4731013648196522
2.758643510752811,0,1,0,0,0,22,4.95376217218989,-0.8538047523972596,959.547209703915,0.0,-0.6466028160041946
4.774856087431116,0,0,0,1,0,5,4.069057158250944,-1.6555800623440855,248.3255057333397,0.0,-0.1366915311864642
2.2925584989036656,0,1,0,0,0,20,4.643851659517403,-1.2591886284831872,571.0553100800047,0.0,-0.2027112661942719
3.4913107773306145,0,1,0,0,0,18,4.774362545948248,0.5675125058752297,1332.4224793745282,0.0,-0.2586061539754344
7.974163556955433,0,0,1,0,0,7,4.841271260092168,1.6799818628655323,1868.546342676159,0.0,-0.1570622222852857
4.603751909412981,0,1,0,0,0,19,4.815194273713467,-1.3441691903832214,644.7459899920187,0.0,-0.3955384154943381
7.345896135818751,1,0,0,0,0,17,4.83310848480288,-0.1207339445338709,1140.6345302970526,1.0,0.7804042051960265
7.735073404778219,1,0,0,0,0,15,4.609962292573161,-1.1027032400805166,601.576126597439,1.0,0.0461436127282688
6.649482741856908,1,0,0,0,0,23,4.113670430814957,0.8674382558255807,746.0028466110915,1.0,0.4751052221461578
9.669581930923188,0,0,0,1,0,23,4.609418561403186,-1.3211419909613231,532.1206427463408,0.0,0.4541855819935401
2.171518932984906,0,0,1,0,0,5,4.833686603769543,-0.8960366562476372,834.2527126469759,0.0,-0.5452179305045426
7.909221204705137,0,0,0,1,0,18,3.974917561539888,-1.0476572033384208,328.0184732917314,0.0,1.265401652600049
9.670293151523264,0,0,0,0,1,6,3.810647661824591,0.1954232726391477,455.3081619324872,0.0,1.5753491426228896
8.898173834823513,1,0,0,0,0,14,3.95531954243561,1.3147607734575746,710.3506725549421,1.0,1.6467974754368355
3.3431415344401065,0,0,1,0,0,13,4.42054068002772,0.050805739689343,799.9842292086366,0.0,-0.0944321364807069
4.614562450013857,1,0,0,0,0,23,2.176356949152676,-1.5299387622746186,40.903573104492686,1.0,-0.5227753916375071
3.379614719011723,0,0,1,0,0,23,4.762743448094346,0.2333640319095573,1193.7612230088475,0.0,-0.2676196810378902
6.810466910517633,0,0,0,1,0,11,3.076802536607628,1.0506448927844618,277.0270192393252,0.0,1.1374483759997993
7.697503855835938,0,0,0,1,0,19,3.0346144611846806,-1.2719327923475627,113.39894300831976,0.0,0.6720066605017032
4.536590154904466,1,0,0,0,0,4,3.416125788571311,-1.4794363911214643,146.1604374981586,1.0,0.7573661097669309
6.316052591874364,0,1,0,0,0,23,4.465473401315499,-1.0776707603805258,527.5026787110132,0.0,0.8688676423214663
7.52736456056956,0,0,1,0,0,4,3.773902538974098,0.8711027355934887,531.6088443158355,0.0,0.6592560278851278
5.370718532888387,0,0,0,0,1,21,4.022588215477253,0.3321206548645453,586.8511469104712,0.0,-0.4244680386066407
8.832124243643674,0,1,0,0,0,6,4.940325252204975,0.1537964351548984,1390.6827939790874,0.0,-0.0866746121080684
8.172399482302538,0,0,0,1,0,15,4.846021032228476,-0.8623929421402419,858.095671568279,0.0,0.0565380642999675
2.5173243508045653,0,0,1,0,0,10,4.851845789347515,-0.5735155239749682,979.6083965983014,0.0,-0.7137157169561912
6.969002392726632,0,1,0,0,0,7,4.466696694607421,1.6383503136934243,1273.3556992552549,0.0,-0.126052238212753
3.882604407677997,0,0,0,0,1,1,4.868329948934147,-0.8933017819482509,864.7817332239838,0.0,-0.5609249189863985
6.460146117338202,0,1,0,0,0,10,4.762227847667017,1.4141102621300914,1628.505454764309,0.0,1.5662748287774146
9.65510754106373,0,0,0,0,1,20,4.963070364456588,0.2932033251732965,1485.5113493781748,0.0,3.2114988758982337
9.032496036418,0,0,0,1,0,19,2.3599944193556595,-1.302859305591361,56.72758501791521,0.0,0.1734318300561712
5.236131224921054,0,0,1,0,0,3,1.663991041525184,-0.1020087682300354,48.264637310756825,0.0,0.344175297514991
4.332110866754827,0,0,0,1,0,7,3.2987755500565896,1.5778347992856432,390.8659144050065,0.0,-0.3783743177823931
3.875245955266072,0,0,1,0,0,2,4.937588776646083,-0.2721683305461115,1199.7179191893165,0.0,0.2412155766678032
6.260118958052161,0,1,0,0,0,22,4.51337502990229,1.28056071057252,1231.343532186101,0.0,1.269274349386241
2.9139876260644506,0,0,0,1,0,1,4.166522037374246,-0.838136883184445,439.8731704781287,0.0,-0.2494760423436572
6.394200065025989,0,0,1,0,0,2,4.348908588390774,0.2596601200277712,795.6209062576222,0.0,0.6500114157494725
2.010669115926336,0,0,0,0,1,19,4.825197556216802,1.2123719381087192,1655.1308480869848,0.0,-0.7773960699435077
4.590797045966759,0,0,1,0,0,20,4.937615678824689,1.4805834033785912,1969.911876805805,0.0,-0.5245213969454163
3.75947451064465,0,0,0,1,0,20,4.697978386745433,-0.0373927713479367,1025.277838837016,0.0,-0.18108457572797
9.769750319686256,0,0,0,1,0,18,4.7381030116991765,0.499700262345126,1260.5674257364583,0.0,0.2352354380826147
7.817938556559832,0,1,0,0,0,4,3.886424718737214,-1.7228455076717142,196.54296128487053,0.0,0.0386023546026161
4.797227043697902,0,0,0,0,1,3,4.2568636164118745,-0.849325873971357,478.97345144043226,0.0,-0.083822227207411
2.742760692244964,0,0,1,0,0,11,4.8895692665184525,-0.760352563129289,939.0232139149176,0.0,-0.5972727379367739
6.134404757524992,0,0,0,1,0,2,4.771567136639031,-1.406893721983135,593.8778023212558,0.0,-0.040629837174158
3.7075830506083385,0,0,1,0,0,19,4.634305275667804,-0.7569215371419652,728.5856738195044,0.0,0.8439548413216744
6.291436367186862,1,0,0,0,0,1,2.3722770511470888,-0.6123129386284155,80.76010676561484,1.0,1.1590470429292448
8.682898833431139,0,0,0,0,1,1,1.929573965638841,1.6484070647101572,100.93259011788771,0.0,0.3801139082828535
6.926340416811083,0,0,0,0,1,17,3.017064638243567,0.6006308460280608,231.98898512330277,0.0,-0.057114300454359
7.070307356360018,1,0,0,0,0,4,4.473092294010692,-0.2461994588005125,761.1353961066977,1.0,-0.0956302220580253
6.328242312502492,0,0,0,0,1,23,4.39348128216123,1.71573683081163,1203.1914248308744,0.0,0.0019299586966408
9.418125061051274,1,0,0,0,0,10,4.952023588189444,-1.198362725733218,804.283989731738,1.0,0.4578811206412556
9.455221475364826,0,0,1,0,0,0,4.649370656145132,-0.0715043314864087,965.3980635082532,0.0,1.8155493369922189
6.1017856085884175,1,0,0,0,0,20,3.8022509952987846,0.5254409258805838,498.0936014149098,1.0,0.6230421542456803
4.446075897148035,0,1,0,0,0,7,3.221390571382552,-1.53923381713046,115.57495104945288,0.0,0.0263070438173202
5.676696047035551,1,0,0,0,0,3,4.848747166855241,0.7695676133353472,1516.547238219577,1.0,0.1833286178299618
3.492463297564925,0,0,1,0,0,10,4.241096387184932,-1.384642916499222,354.2669710605124,0.0,-0.6291763726935382
7.090754522544715,0,0,0,0,1,8,4.588704925644344,-1.2435671127919723,545.258399541988,0.0,0.2989627802926329
6.000738686257866,0,1,0,0,0,10,4.445076517659949,-1.175822713801796,490.4978381505745,0.0,0.7181966351491234
2.826403822506239,1,0,0,0,0,8,2.833859933463907,1.5092118412804578,241.8587303307758,1.0,-0.6013959003206466
3.5811822489569227,0,0,1,0,0,0,2.2514706424647923,0.6517105866565301,109.41768139748078,0.0,-0.6212481898718566
5.837055649596215,0,1,0,0,0,4,4.046129162529464,0.5546415166553198,640.922703021402,0.0,-0.1744268876309096
9.100711925750868,0,1,0,0,0,16,4.004984872545324,0.2058035732355473,554.7692628073025,0.0,2.247182858295558
6.531125765048779,0,1,0,0,0,0,4.619032842145594,-0.7111552418942066,732.1663413799752,0.0,0.8237345410027863
7.452280001667766,1,0,0,0,0,21,4.555957472596077,0.4340810132886326,1030.9725332668625,1.0,0.3875759744310991
4.712228397951278,0,0,1,0,0,5,4.979297338709082,-0.3015454947154599,1237.3568240858767,0.0,1.1700148805398567
6.571291144353874,0,0,1,0,0,23,4.858701911348796,-1.2256464989356095,721.5438025634498,0.0,0.0384070046387445
5.579038581104539,0,0,1,0,0,22,4.317365390546391,0.6739174232235722,868.8111348774117,0.0,-0.1087967148086814
7.273039300985285,0,0,0,1,0,9,4.32418268853767,-1.2809179132432915,409.6384851015875,0.0,0.3199474148902124
2.404604528632083,0,0,0,0,1,2,4.6195192947275,-1.067684602011453,618.5476718841553,0.0,-0.6080133894519453
5.946401729911673,0,0,1,0,0,14,2.8903438037953446,1.1210809877853156,233.89792524825344,0.0,-0.3317278533444594
4.367941001151736,0,0,0,1,0,6,5.010526582387869,0.5710114068532322,1689.0095835082805,0.0,-0.5054484198073566
4.609480490223274,0,0,0,1,0,2,4.360578344354377,0.4693419729766599,856.6990168102589,0.0,0.916939120482106
