Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Coffee_Type,Population_Millions
Belgium,2022,8.842689042418517,11.467717035782327,Americano,133.60488697806835
Portugal,2018,7.401150835550787,5.60441114771855,Americano,37.33465864353729
Italy,2009,3.3618642595066444,6.8358430869116615,Mocha,100.8442127376247
Japan,2004,3.518108465168087,10.447178297309451,Americano,119.9048476978581
Mexico,2006,9.41200495235377,7.509299952106844,Cappuccino,81.46576887519636
Russia,2023,2.257722883602983,9.496622104280707,Latte,51.262769289715
Switzerland,2015,5.700279546365649,8.11405719310618,Americano,146.70760279768044
Philippines,2000,4.5078023194728125,11.046091763084528,Latte,42.487517277333644
Morocco,2011,7.320619519987424,9.358598990588899,Espresso,142.3506882313673
Poland,2001,8.717035100551936,4.05070929570485,Mocha,24.277395919025032
Australia,2006,4.8830249724525565,11.146489217399225,Americano,58.994097596829185
Finland,2010,5.4152166985826975,8.643337127551998,Latte,21.63584203794803
Saudi_Arabia,2012,9.855342276011314,7.758681745392451,Espresso,1.3338304879807061
Pakistan,2001,8.271332077433623,5.035614275115459,Mocha,39.778522519074755
Nigeria,2006,9.177633047454332,6.424066596231406,Mocha,13.994349736924253
South_Korea,2014,5.510097765213038,6.461495207389388,Espresso,147.96548294046173
Norway,2010,3.8726096318729217,14.289064493452019,Americano,114.48634437481859
Saudi_Arabia,2001,5.2949077230916135,8.757642722212015,Americano,1.5520146519793139
United_States,2006,7.728735342652108,4.46272431936687,Latte,34.32334113871523
Saudi_Arabia,2003,2.8754432386878346,5.526983504676529,Cappuccino,100.84851195127382
Finland,2010,4.163752844932071,4.869359433062033,Latte,60.38426486154842
Denmark,2001,2.373087203692723,10.477563292279324,Latte,124.94454189358987
Colombia,2015,5.4587819067050525,6.052836407235094,Latte,76.22425597798401
Germany,2006,8.619565887836906,9.484134043099536,Espresso,98.39406154013194
United_States,2012,2.1973095063840864,8.070682691569731,Mocha,89.95857224157761
India,2004,7.402588214457328,12.842640148586193,Mocha,96.08716619292152
Sweden,2016,9.459966996109916,7.525386009918985,Cappuccino,35.28472922024984
Colombia,2020,3.8954228920894582,9.040920306364892,Americano,56.620126441722554
Peru,2011,7.549078725821185,11.934141034576083,Latte,8.543758676809215
Norway,2018,9.800815208801602,8.766863276237032,Espresso,88.55784068854311
Japan,2006,9.698224481219706,12.72537089614508,Espresso,69.42951084929057
Ethiopia,2005,3.8794335442331462,11.278527918603313,Latte,114.34670620384176
Ethiopia,2007,2.8026484256965496,8.515820253413876,Espresso,31.750987228624673
Sweden,2012,3.1862603031673276,9.54380118254999,Espresso,66.08500529410247
Austria,2004,7.616285347857137,14.639238014264128,Latte,27.931069525550548
China,2001,7.806071003626204,11.277726461592316,Cappuccino,92.48290456201786
Ukraine,2008,7.393892493025592,13.954947485695573,Espresso,127.35650822020635
Peru,2010,4.688627101937905,5.966343538181708,Mocha,115.05104401889876
Romania,2023,3.358215518064977,9.315597718696672,Mocha,141.68549792200218
Ukraine,2005,6.646088735618025,13.995278368295557,Mocha,145.78714149767507
Turkey,2006,5.869443566062932,7.548732675855594,Latte,116.0330462697166
South_Africa,2006,7.8306731769784275,14.644306179610629,Mocha,43.73410672165854
Finland,2018,5.5308806294849715,5.067852395210232,Americano,33.66994520508242
Poland,2005,4.709117557491747,13.929382873025405,Espresso,67.68480614779261
Peru,2010,4.347828618872115,8.897333342724446,Cappuccino,149.08867049199097
Iraq,2010,3.6917625603979722,4.811185816552768,Mocha,62.48753510175615
Ethiopia,2006,4.125971009493291,13.674737518446962,Latte,30.661193175268046
Israel,2001,2.758643510752811,6.771342336500248,Cappuccino,141.7070887897029
Greece,2018,4.774856087431116,4.244751380447477,Latte,58.50177866180739
Malaysia,2003,2.2925584989036656,5.493878161261115,Cappuccino,103.94393419691701
China,2005,3.4913107773306145,11.250262160897378,Cappuccino,118.43479381357344
Ukraine,2016,7.974163556955433,14.755926380520144,Espresso,126.63022940687057
Italy,2004,4.603751909412981,5.2260835354186845,Cappuccino,123.37077768129576
South_Korea,2006,7.345896135818751,9.081428529372381,Americano,125.60078258699703
Portugal,2008,7.735073404778219,5.987002060422857,Americano,100.48036070910425
Brazil,2000,6.649482741856908,12.195401875117513,Americano,61.17082932159653
Austria,2000,9.669581930923187,5.298647897379956,Latte,100.42574125551174
Iraq,2018,2.171518932984906,6.638259233289785,Espresso,125.67341577492708
France,2005,7.909221204705137,6.160465644139785,Latte,53.245727229038735
Portugal,2017,9.670293151523264,10.077717584036757,Mocha,45.17969055351398
Portugal,2009,8.898173834823513,13.605025012006955,Americano,52.21237534866936
Pakistan,2010,3.3431415344401065,9.621992212720604,Espresso,83.1412260083759
Pakistan,2000,4.614562450013857,4.640677980486184,Americano,8.814137347277734
Kenya,2000,3.379614719011723,10.197278236565143,Espresso,117.06665203350916
South_Africa,2012,6.810466910517633,12.772730992498103,Latte,21.688941809080088
United_Kingdom,2004,7.697503855835938,5.45371817034755,Latte,20.79295986083072
Portugal,2019,4.536590154904466,4.799823357790509,Americano,30.451211764059646
Thailand ,2000,6.316052591874364,6.06588555313326,Cappuccino,86.96218781090225
Peru,2019,7.52736456056956,12.206949551037901,Espresso,43.549687994789444
Philippines,2002,5.370718532888387,10.508484614852017,Mocha,55.84545901899629
United_States,2017,8.832124243643674,9.946541193579238,Cappuccino,139.81571753574104
Norway,2008,8.172399482302538,6.744278840949452,Latte,127.2331248165708
China,2013,2.5173243508045653,7.654602547715454,Espresso,127.97638943261258
Belgium,2016,6.969002392726632,14.624735142376766,Cappuccino,87.0686331655722
Germany,2022,3.882604407677997,6.646877494023243,Mocha,130.10345594628163
Peru,2013,6.460146117338202,13.918099655805973,Cappuccino,117.00630797574247
France,2003,9.65510754106373,10.385846549035103,Mocha,143.03228363374828
Mexico,2004,9.032496036418001,5.356261130083726,Latte,10.590892348265417
Norway,2020,5.236131224921054,9.140436159705747,Espresso,5.280342914435997
Japan,2016,4.332110866754827,14.434035890969634,Latte,27.079461167859776
Finland,2021,3.875245955266072,8.604221579510945,Espresso,139.43363825568835
Philippines,2001,6.260118958052161,13.497252212682985,Cappuccino,91.22920078718265
Austria,2022,2.9139876260644506,6.820715641168785,Latte,64.49076513659685
Pakistan,2021,6.394200065025989,10.280143669804103,Espresso,77.39394815994662
Australia,2004,2.010669115926336,13.28237264022171,Mocha,124.61108364592283
Ethiopia,2003,4.590797045966759,14.12757285286665,Espresso,139.4373893747847
Ukraine,2003,3.75947451064465,9.344057038664307,Latte,109.72512631232557
Ukraine,2005,9.769750319686256,11.036569123599719,Latte,114.21732710765716
Australia,2019,7.817938556559832,4.032781438605641,Cappuccino,48.73632858041186
Belgium,2020,4.797227043697902,6.785456382647286,Mocha,70.58824409590633
Romania,2012,2.742760692244964,7.0658331412164035,Espresso,132.89631882720371
Romania,2021,6.134404757524992,5.028423128198739,Latte,118.10418240081405
Russia,2004,3.7075830506083385,7.076645146926744,Espresso,102.9563668507408
Peru,2022,6.291436367186862,7.532342363639531,Americano,10.721778547329942
Brazil,2022,8.682898833431139,14.656426435250125,Mocha,6.886575698639273
Germany,2006,6.926340416811083,11.354626186169213,Mocha,20.43123052398526
Romania,2019,7.070307356360018,8.686055873579786,Americano,87.62727378047717
Finland,2000,6.328242312502492,14.868599067650603,Mocha,80.92164025383134
Romania,2013,9.418125061051274,5.685555522580723,Americano,141.46093315551101
Indonesia,2023,9.455221475364826,9.23656313323533,Espresso,104.51918636646606
Romania,2003,6.1017856085884175,11.117684277539542,Americano,44.801919984468476
Brazil,2016,4.446075897148035,4.611386979324847,Cappuccino,25.0629477785389
Brazil,2020,5.676696047035551,11.886987438914307,Americano,127.58045265992891
Portugal,2013,3.4924632975649255,5.098540882141888,Espresso,69.4839914496646
Poland,2015,7.090754522544715,5.543105394596447,Mocha,98.36695511391846
Finland,2013,6.000738686257866,5.756584637082925,Cappuccino,85.20639738202962
Ukraine,2015,2.826403822506239,14.217788093210695,Americano,17.010995574358617
Philippines,2023,3.5811822489569227,11.515590996519846,Espresso,9.501699168592227
United_States,2019,5.8370556495962145,11.209702512134145,Cappuccino,57.175710267745615
Netherlands,2007,9.100711925750867,10.110428461114914,Cappuccino,54.87099433431193
Brazil,2023,6.531125765048779,7.220865985646131,Cappuccino,101.39591883236704
Pakistan,2002,7.452280001667766,10.829786750592866,Americano,95.1978609560731
Sweden,2018,4.712228397951278,8.511646918775039,Espresso,145.37219834113517
Ukraine,2000,6.571291144353874,5.599577651018764,Espresso,128.85682591296418
France,2001,5.579038581104539,11.585570193605065,Espresso,74.99079634051789
Ukraine,2014,7.273039300985285,5.42540384722915,Latte,75.50377753184164
Turkey,2021,2.404604528632083,6.097354391232906,Mocha,101.44525513779146
United_Kingdom,2009,5.946401729911673,12.994692430323665,Espresso,17.999496833218057
Indonesia,2017,4.367941001151736,11.261288057376694,Latte,149.98369413007748
Chile,2021,4.609480490223274,10.940902696350065,Latte,78.30240708529998
Australia,2013,9.687339452464492,8.600230627769964,Cappuccino,136.5758262124365
India,2016,3.461558501691062,8.359085700633083,Mocha,145.13609386317898
Switzerland,2012,4.489962020628775,11.592888701039413,Cappuccino,87.66476824543756
France,2000,6.079140605846974,12.140060924699503,Mocha,16.398948481191525
South_Korea,2004,8.90421558519699,9.612345226007417,Cappuccino,86.4285254545757
United_Kingdom,2012,5.333360665650964,14.661961687833788,Americano,90.04872313773203
Morocco,2013,7.950922247105368,14.512695148107591,Mocha,118.58977737922632
Vietnam,2023,8.850992785718418,8.536724390140346,Latte,8.186160782241016
Philippines,2002,4.4801308465747915,13.02684479711469,Latte,70.48098971206899
Japan,2014,5.1420014683096795,9.975946257582569,Mocha,138.49276849218515
France,2018,4.85244978950685,9.629314763128919,Cappuccino,148.70356272311935
Vietnam,2016,8.662846468943368,4.60460467516517,Americano,29.51601913512641
Greece,2002,2.3547748956288093,10.313721815151412,Americano,130.71924991752024
Germany,2015,4.46736871062944,13.906357236194811,Espresso,22.79133368296597
Kenya,2013,7.435268460761039,12.581472341146013,Mocha,126.33499075061667
Malaysia,2011,6.523547996522741,12.649488591691883,Americano,42.31438139268187
Netherlands,2011,5.490314874349554,5.759219424339731,Cappuccino,143.98416464132222
Sweden,2010,6.319585817771075,7.9429439184692,Cappuccino,104.62901588419493
Germany,2016,3.5806766866265463,6.565254083152594,Latte,60.46747960707417
Netherlands,2007,5.445732972864083,7.475068107011995,Americano,42.86502615631677
Kenya,2016,6.0136238734107925,10.37493277843098,Americano,36.05039159369236
Ukraine,2020,9.209512975636812,8.012621947072727,Cappuccino,102.43805672293819
Italy,2022,4.086681302431811,10.167675992106926,Latte,134.47285938395535
Belgium,2019,8.94262801731946,8.823513731020348,Americano,113.4863534725372
Philippines,2010,7.153931206607855,7.152771142947004,Cappuccino,125.38393916446479
Nigeria,2001,2.162726648540808,5.049437776256745,Latte,117.42618137754604
Peru,2009,7.797050695195149,13.810223030792608,Latte,146.89300230820487
Spain,2009,2.2844150203924407,4.125107026051135,Cappuccino,113.9129340971224
Nigeria,2010,9.979049014510505,4.018177369561683,Latte,32.32404925207079
United_States,2005,8.981093501529582,13.094775137399006,Latte,118.94817135570271
United_Kingdom,2003,4.378749980320365,14.96492034358369,Espresso,48.98833478673533
Portugal,2023,4.059289841573643,11.998131104850218,Latte,149.37417953676587
Thailand ,2011,5.051528656844871,4.168012218691732,Americano,57.12422039492184
Czech_Republic,2010,4.849335722515544,6.493592493353647,Latte,44.626269621237256
Poland,2022,4.978702547083048,14.690049702881574,Americano,36.64318184082782
Egypt,2022,4.546212368955843,12.894646773912182,Cappuccino,99.1186831566971
South_Africa,2012,6.969067254786651,10.234798281851821,Latte,17.27394216974215
Austria,2004,3.3141093097649916,6.605467803843949,Cappuccino,143.0804223782128
Saudi_Arabia,2005,8.767850339568106,4.158072265194239,Mocha,44.852589117827435
Italy,2000,8.499219872250523,4.229476199011499,Latte,45.014691044732366
Vietnam,2005,5.811865662842163,10.731789498832493,Cappuccino,7.863848260351807
Sweden,2017,8.82183972222838,4.240150639876655,Mocha,37.656610163162554
Morocco,2021,3.9771605602423463,14.9299315611791,Americano,63.427923995759414
Romania,2008,2.1405236456317356,6.017222168431119,Americano,56.0713521434089
Brazil,2023,6.953663400238584,11.81778098056205,Americano,41.679968293996815
United_States,2014,5.663275255717723,5.705656935536547,Americano,7.070831838040534
Morocco,2007,6.537316370366965,9.94102763207486,Americano,45.786624667240716
Russia,2018,9.194715272147224,4.8867241731283935,Espresso,116.97130980120488
India,2023,9.759404588527548,12.434562669865675,Cappuccino,66.38005051111121
Finland,2015,7.075625118044824,10.434132041973125,Mocha,44.32552679220833
Ukraine,2005,8.112444718819507,4.947833627415565,Mocha,46.41402798804571
Japan,2005,2.670467467897314,13.33444808120006,Latte,83.61119889759122
Belgium,2021,3.285724679132045,10.017204762543722,Cappuccino,46.04160898312214
Saudi_Arabia,2002,7.865638439623813,14.137515410146499,Espresso,94.98880066006299
Netherlands,2009,5.4509236511040156,14.082857110459239,Espresso,148.42872254504215
Morocco,2000,5.567722163235246,14.125585684352407,Cappuccino,7.135283265317043
Vietnam,2013,4.468861453083493,4.8556372022051475,Americano,26.14177659890793
Germany,2003,6.85885106782195,5.330535379299758,Americano,27.687024248064585
Kenya,2011,3.481320363329621,14.864763906878178,Cappuccino,67.61347737187023
Australia,2005,7.015330234511165,9.363609035385766,Mocha,7.171388095952792
Philippines,2010,3.3903908570819175,6.620354581120624,Americano,72.15071508363499
Australia,2011,2.5106082776777088,12.466309373485238,Latte,139.4097889534218
United_Kingdom,2009,4.642861509592488,6.907137433337302,Espresso,2.723049215212595
Romania,2017,3.8491227360787814,11.999372568205064,Americano,55.375891210591966
Mexico,2006,9.111933108450659,13.210143556347372,Mocha,114.37317204453375
Malaysia,2006,2.439627630949013,12.626897150248087,Americano,24.019680549738446
Chile,2010,3.412909540592983,7.014525890177289,Americano,12.556291376454778
Nigeria,2003,6.3897568446643955,8.417804314871608,Espresso,94.98600205213314
Kenya,2019,5.848537526779789,8.54576103556604,Latte,2.4826854483766447
Saudi_Arabia,2000,2.3668161469976123,9.40400209914919,Latte,120.46380318428766
Morocco,2012,2.058019424121156,5.841101366941496,Mocha,10.961060281348717
Thailand ,2017,9.9045435356892,8.977170554557766,Cappuccino,79.12878465363377
Saudi_Arabia,2008,7.270677602870705,9.618612895670276,Cappuccino,111.27902882393134
Thailand ,2023,4.923249047212455,9.848798962391577,Cappuccino,37.05963732322513
Greece,2023,5.763457981305931,13.01890472982904,Mocha,16.42748412648789
Spain,2008,4.1324009636342955,9.690679483274447,Americano,27.16779219636486
Bangladesh,2022,4.758990269545678,6.538623147650427,Latte,128.34785221831626
Spain,2008,7.192355738145712,11.294416120686058,Latte,106.16126345615157
Brazil,2009,9.062494390938966,12.770455584952877,Americano,30.51660933304957
Saudi_Arabia,2001,3.473040184649479,7.51308833082088,Latte,107.70199877251818
Vietnam,2005,8.722892043082549,11.098365219193656,Latte,106.58410736109433
Belgium,2014,2.9724530361461525,5.616317955406139,Cappuccino,149.6610396177881
Malaysia,2002,3.7199377887071297,7.761189350358705,Cappuccino,59.34184750536095
Philippines,2010,2.297402304397168,14.001463225045976,Espresso,129.86317062727286
Turkey,2005,3.1264948967439956,14.024389794788279,Espresso,67.51996020994943
Philippines,2002,9.338425163712404,10.3285703661737,Latte,134.76627331892806
Colombia,2023,5.675509972947029,11.725866069516174,Cappuccino,14.648474365743445
Argentina,2010,2.6213268942268284,13.394169567265354,Espresso,27.121581888661375
Morocco,2014,9.67781470431169,14.544085038438894,Espresso,127.6432000969368
Kenya,2012,9.031938462069201,9.388750843187463,Cappuccino,123.07574829170386
Mexico,2019,8.03746016694513,10.177333102886378,Espresso,46.50963498669114
Italy,2009,9.467782335580463,8.572057233126133,Americano,89.92294940188471
Germany,2005,3.761035366686113,4.791801307620716,Americano,58.022258593203375
Indonesia,2014,8.69095434408069,8.650838196937002,Cappuccino,2.537285046224681
Philippines,2017,7.519929570834449,12.696900733213848,Cappuccino,4.889514858501926
Morocco,2017,8.958073996541508,12.853740477906815,Espresso,9.084198456754887
Russia,2006,8.375292525941038,13.816148260526298,Latte,89.51675099451123
South_Korea,2014,4.7719605054146,4.56613375693566,Mocha,42.60493256052366
South_Korea,2017,8.195188296138046,9.798700485386973,Americano,22.44829644891869
Bangladesh,2017,4.0996504238791225,5.181669367307839,Americano,141.22853515813924
South_Africa,2019,4.628737304224439,6.2081640148231765,Cappuccino,19.076481395101162
Chile,2008,2.863245737783809,13.902381526186671,Latte,101.42327574730677
Chile,2023,9.480612927843751,9.464703842726655,Cappuccino,134.22986724057614
Iraq,2001,4.328026907202252,12.34399412986275,Espresso,25.410620418529007
Mexico,2007,6.164979721371615,4.708225165215489,Latte,32.99472265207855
Norway,2019,5.130662691729541,8.585091543173371,Espresso,86.49821650281761
Norway,2001,9.679424964668012,11.416643087307715,Americano,76.75885427044086
Switzerland,2010,4.680393367507859,5.4674712940603465,Cappuccino,78.63308511605386
Argentina,2006,8.228366571381512,7.583996670162515,Cappuccino,83.64703600869521
South_Africa,2005,8.84332923704944,4.710025855262716,Mocha,142.5355344781956
Philippines,2009,5.484851979847727,11.164739349564615,Latte,9.021868253075546
Portugal,2004,5.02537451562345,14.679803849639304,Americano,114.30682958352806
Denmark,2010,7.981966567461024,13.097500402571127,Mocha,35.64345693860327
Philippines,2000,9.303167842449874,14.720854284883222,Mocha,56.67797285568493
India,2001,8.039453864577906,13.301652746082361,Cappuccino,14.30437732179454
Morocco,2023,3.817010924734925,13.407153868166766,Latte,67.39838860387799
Netherlands,2000,9.106461979501642,10.348949149084769,Cappuccino,120.8286685889931
Turkey,2018,5.100653339494665,9.70077542554531,Latte,15.712310441410287
Saudi_Arabia,2001,6.609835294223474,8.468796930706104,Mocha,42.06493613482455
Romania,2020,8.651484954341688,12.99904384550468,Espresso,56.58619459287673
Indonesia,2019,3.5071581392039377,6.002743735058271,Americano,16.480981260058705
Pakistan,2022,8.276081085420426,4.618474074066125,Mocha,114.58520468656309
Portugal,2020,6.76930238328542,14.426832049531425,Cappuccino,118.2551072043964
South_Africa,2023,9.146733134620867,4.041560037238248,Americano,125.54835466921523
Greece,2003,3.3757632147483436,14.74512254063437,Mocha,88.00053451614141
Bangladesh,2011,5.3654578963274275,12.017387068611423,Latte,76.57858430730201
France,2021,8.662744742934699,7.613488116676104,Cappuccino,40.12031437521506
Saudi_Arabia,2019,2.1538536276540814,11.676018273949413,Mocha,98.61853712629161
Belgium,2017,2.897610934125143,12.996626729036402,Latte,67.23995936267598
Finland,2000,9.924521702053877,6.698982615850795,Latte,145.64568450553085
Australia,2000,4.243153428722804,12.4798525160754,Latte,145.25874504919403
Greece,2023,9.804345549791627,12.848065875090642,Americano,135.87556464081683
Romania,2013,3.4602524080693913,6.7429009313787995,Cappuccino,54.65328156413546
Bangladesh,2003,4.888755544058685,4.461189898157819,Latte,55.8278958477548
Egypt,2004,8.022955556028565,6.245345130139074,Mocha,128.04830144251366
Saudi_Arabia,2010,7.262227257905428,6.207110497783339,Latte,109.64110482947845
Philippines,2023,6.6489791994324445,4.717644995930315,Cappuccino,105.94978450288852
Argentina,2022,6.2391934064400605,11.986081231207155,Americano,42.66204065153325
